Time	Open	High	Low	Close	Volume
2013-10-10 00:00:00	3141.542	3215.282	3141.542	3208.853	248
2013-10-11 00:00:00	3203.481	3236.733	3203.481	3233.741	271
2013-10-15 00:00:00	3256.011	3256.011	3256.011	3256.011	1
2013-10-16 00:00:00	3244.653	3244.653	3244.653	3244.653	1
2013-10-17 00:00:00	3281.662	3296.993	3264.221	3289.833	524
2013-10-18 00:00:00	3289.841	3342.481	3289.593	3337.022	340
2013-10-21 00:00:00	3353.872	3369.732	3351.043	3354.762	518
2013-10-22 00:00:00	3361.172	3384.341	3344.173	3363.62	463
2013-10-23 00:00:00	3363.612	3373.973	3330.193	3341.312	605
2013-10-24 00:00:00	3341.302	3347.392	3333.612	3346.041	244
2013-10-25 00:00:00	3362.341	3362.349	3362.341	3362.348	3
2013-10-28 00:00:00	3377.865	3394.274	3366.868	3378.778	1136
2013-10-29 00:00:00	3378.571	3398.976	3374.6	3392.585	1304
2013-10-30 00:00:00	3392.571	3408.229	3370.921	3377.636	1300
2013-10-31 00:00:00	3377.536	3400.315	3366.731	3380.865	1305
2013-11-01 00:00:00	3380.814	3394.711	3363.046	3373.045	1219
2013-11-04 00:00:00	3374.169	3392.673	3372.29	3383.358	1312
2013-11-05 00:00:00	3383.389	3395.84	3360.316	3381.26	1318
2013-11-06 00:00:00	3381.583	3399.827	3371.624	3373.086	1339
2013-11-07 00:00:00	3373.117	3389.874	3317.368	3325.863	1330
2013-11-08 00:00:00	3326.176	3366.504	3313.339	3363.053	1281
2013-11-11 00:00:00	3360.644	3369.462	3349.278	3358.53	1337
2013-11-12 00:00:00	3358.627	3370.333	3347.294	3365.1	1337
2013-11-13 00:00:00	3365.088	3409.08	3341.226	3401.195	1346
2013-11-14 00:00:00	3400.953	3418.528	3389.203	3411.924	1340
2013-11-15 00:00:00	3411.706	3423.158	3407.613	3419.166	1273
2013-11-18 00:00:00	3419.57	3428.771	3382.123	3385.363	1347
2013-11-19 00:00:00	3385.263	3400.61	3370.527	3380.354	1347
2013-11-20 00:00:00	3380.154	3397.675	3357.556	3367.444	1340
2013-11-21 00:00:00	3367.282	3404.926	3359.391	3403.573	1345
2013-11-22 00:00:00	3403.234	3421.96	3398.756	3420.11	1265
2013-11-25 00:00:00	3430.037	3437.096	3420.133	3427.319	1338
2013-11-26 00:00:00	3427.58	3455.486	3421.794	3445.468	1329
2013-11-27 00:00:00	3445.414	3471.676	3444.601	3470.585	1324
2013-11-28 00:00:00	3470.503	3482.431	3470.024	3479.777	999
2013-11-29 00:00:00	3479.806	3495.928	3469.609	3490.241	1053
2013-12-02 00:00:00	3491.17	3500.92	3476.249	3484.343	1326
2013-12-03 00:00:00	3484.526	3487.65	3464.293	3474.889	1323
2013-12-04 00:00:00	3474.732	3491.897	3451.506	3479.198	1328
2013-12-05 00:00:00	3479.106	3489.869	3468.037	3476.001	1334
2013-12-06 00:00:00	3475.793	3509.525	3475.793	3503.553	1263
2013-12-09 00:00:00	3510.06	3523.927	3504.549	3518.188	1313
2013-12-10 00:00:00	3518.16	3522.776	3506.234	3515.994	1331
2013-12-11 00:00:00	3515.738	3520.365	3462.739	3472.109	1333
2013-12-12 00:00:00	3472.297	3478.913	3454.07	3459.284	1336
2013-12-13 00:00:00	3459.091	3477.652	3450.132	3457.949	1265
2013-12-16 00:00:00	3459.623	3494.369	3433.537	3470.3	1328
2013-12-17 00:00:00	3470.331	3482.302	3459.909	3465.354	1270
2013-12-18 00:00:00	3465.231	3515.772	3421.354	3513.895	1303
2013-12-19 00:00:00	3513.841	3513.841	3481.326	3496.817	1345
2013-12-20 00:00:00	3496.792	3540.948	3496.792	3536.376	1267
2013-12-23 00:00:00	3549.123	3570.067	3544.272	3566.909	1328
2013-12-24 00:00:00	3566.812	3574.993	3563.615	3573.673	1038
2013-12-26 00:00:00	3572.779	3586.672	3570.852	3583.221	676
2013-12-27 00:00:00	3583.393	3589.897	3569.632	3572.53	1269
2013-12-30 00:00:00	3572.718	3575.881	3558.238	3569.013	1299
2013-12-31 00:00:00	3569.097	3591.472	3567.12	3590.855	1078
2014-01-02 00:00:00	3578.107	3580.728	3554.541	3563.073	692
2014-01-03 00:00:00	3563.092	3568.867	3531.855	3532.175	1260
2014-01-06 00:00:00	3541.419	3542.999	3509.638	3523.605	1340
2014-01-07 00:00:00	3523.767	3562.814	3523.521	3551.731	1329
2014-01-08 00:00:00	3551.674	3574.878	3548.424	3564.516	1317
2014-01-09 00:00:00	3564.662	3581.179	3540.086	3554.506	1331
2014-01-10 00:00:00	3554.613	3576.162	3534.599	3567.876	1251
2014-01-13 00:00:00	3565.771	3572.308	3497.698	3515.693	1317
2014-01-14 00:00:00	3515.614	3581.487	3508.317	3580.168	1331
2014-01-15 00:00:00	3580.092	3615.537	3575.199	3605.351	1316
2014-01-16 00:00:00	3605.292	3614.242	3596.735	3598.492	1333
2014-01-17 00:00:00	3598.564	3613.622	3579.224	3589.409	1258
2014-01-20 00:00:00	3591.28	3593.882	3582.597	3592.85	986
2014-01-21 00:00:00	3592.883	3617.515	3584.698	3611.108	1342
2014-01-22 00:00:00	3611.143	3640.629	3610.987	3639.754	1076
2014-01-23 00:00:00	3639.884	3640.385	3587.672	3617.766	1352
2014-01-24 00:00:00	3617.682	3626.986	3534.32	3534.894	1282
2014-01-27 00:00:00	3488.514	3536.598	3488.376	3509.004	184
2014-01-28 00:00:00	3508.992	3509.776	3483.954	3505.697	372
2014-01-29 00:00:00	3505.695	3505.695	3461.646	3467.803	372
2014-01-30 00:00:00	3467.795	3544.185	3467.791	3532.394	373
2014-01-31 00:00:00	3532.384	3539.426	3488.018	3521.902	372
2014-02-03 00:00:00	3523.828	3533.389	3433.963	3440.473	369
2014-02-04 00:00:00	3440.485	3480.714	3440.485	3470.113	372
2014-02-05 00:00:00	3456.815	3469.334	3418.862	3454.868	371
2014-02-06 00:00:00	3454.872	3454.872	3454.872	3454.872	1
2014-02-07 00:00:00	3490.314	3564.08	3487.642	3563.225	472
2014-02-10 00:00:00	3561.651	3584.686	3552.725	3582.265	1349
2014-02-11 00:00:00	3582.204	3629.247	3582.118	3615.566	1335
2014-02-12 00:00:00	3615.676	3636.894	3613.973	3622.406	1343
2014-02-13 00:00:00	3622.443	3657.17	3598.78	3651.181	1338
2014-02-14 00:00:00	3651.21	3670.391	3639.504	3664.074	1279
2014-02-17 00:00:00	3665.154	3674.886	3658.899	3664.776	1035
2014-02-18 00:00:00	3665.036	3684.884	3654.054	3670.484	1344
2014-02-19 00:00:00	3670.374	3679.578	3645.655	3656.749	1343
2014-02-20 00:00:00	3656.775	3676.202	3638.511	3670.198	1351
2014-02-21 00:00:00	3670.309	3686.129	3660.702	3664.799	1278
2014-02-24 00:00:00	3665.994	3700.862	3654.827	3686.755	1342
2014-02-25 00:00:00	3686.678	3697.336	3668.121	3689.873	1335
2014-02-26 00:00:00	3689.851	3702.043	3662.002	3679.601	1344
2014-02-27 00:00:00	3679.568	3706.074	3660.703	3699.077	1341
2014-02-28 00:00:00	3699.023	3722.32	3665	3697.851	1280
2014-03-03 00:00:00	3666.198	3679.496	3636.755	3671.33	1352
2014-03-04 00:00:00	3670.943	3722.922	3670.359	3715.61	1350
2014-03-05 00:00:00	3715.542	3732.358	3712.248	3729.205	1137
2014-03-06 00:00:00	3729.393	3737.123	3708.807	3723.702	1337
2014-03-07 00:00:00	3723.656	3739.855	3685.261	3703.665	1262
2014-03-10 00:00:00	3699.609	3710.68	3683.516	3705.602	1294
2014-03-11 00:00:00	3705.999	3725.687	3680.572	3685.497	1298
2014-03-12 00:00:00	3685.108	3711.395	3661.495	3711.091	1320
2014-03-13 00:00:00	3711.12	3721.234	3639.045	3653.205	1318
2014-03-14 00:00:00	3653.546	3659.665	3625.217	3626.111	1206
2014-03-17 00:00:00	3620.152	3678.573	3619.118	3658.1	1307
2014-03-18 00:00:00	3658.241	3707.802	3645.237	3703.474	1300
2014-03-19 00:00:00	3703.538	3711.15	3658.617	3683.131	1285
2014-03-20 00:00:00	3683.245	3703.245	3663.39	3696.349	1322
2014-03-21 00:00:00	3696.227	3719.324	3641.255	3649.692	1189
2014-03-24 00:00:00	3648.131	3665.352	3583.157	3622.926	1318
2014-03-25 00:00:00	3622.988	3659.892	3599.191	3638.012	1312
2014-03-26 00:00:00	3637.966	3655.283	3579.637	3584.598	1304
2014-03-27 00:00:00	3584.716	3593.187	3543.213	3565.334	1318
2014-03-28 00:00:00	3565.318	3608.55	3559.032	3571.221	1206
2014-03-31 00:00:00	3587.262	3618.697	3581.598	3589.233	1291
2014-04-01 00:00:00	3589.194	3658.919	3586.106	3656.035	1301
2014-04-02 00:00:00	3655.952	3674.874	3649.513	3661.929	1303
2014-04-03 00:00:00	3662.021	3675.664	3615.644	3641.339	1290
2014-04-04 00:00:00	3641.133	3664.087	3530.353	3547.971	1186
2014-04-07 00:00:00	3539.111	3550.162	3481.596	3510.759	1110
2014-04-08 00:00:00	3510.774	3543.829	3497.795	3537.242	1303
2014-04-09 00:00:00	3537.3	3603.236	3533.437	3603.094	1296
2014-04-10 00:00:00	3603.038	3606.825	3477.783	3488.779	1317
2014-04-11 00:00:00	3488.668	3501.193	3438.757	3450.327	1218
2014-04-14 00:00:00	3443.314	3493.146	3436.743	3478.382	1313
2014-04-15 00:00:00	3478.258	3508.695	3412.748	3503.665	1308
2014-04-16 00:00:00	3503.681	3531.387	3487.337	3507.952	1318
2014-04-17 00:00:00	3508.084	3550.363	3500.036	3531.6	1224
2014-04-21 00:00:00	3541.115	3562.887	3524.837	3562.124	1223
2014-04-22 00:00:00	3562.1	3571.512	3553.589	3559.166	782
2014-04-23 00:00:00	3592.098	3606.627	3553.545	3601.607	966
2014-04-24 00:00:00	3601.598	3625.643	3551.549	3592.244	1310
2014-04-25 00:00:00	3592.268	3596.272	3524.019	3537.227	1202
2014-04-28 00:00:00	3536.987	3569.796	3488.657	3553.002	1298
2014-04-29 00:00:00	3553.012	3578.298	3537.543	3562.684	1296
2014-04-30 00:00:00	3562.394	3586.633	3546.13	3586.113	1311
2014-05-01 00:00:00	3586.079	3612.326	3578.064	3595.333	1273
2014-05-02 00:00:00	3595.606	3611.124	3576.503	3585.667	1199
2014-05-05 00:00:00	3586.237	3603.867	3554.206	3599.467	1288
2014-05-06 00:00:00	3599.581	3609.674	3553.354	3556.963	1262
2014-05-07 00:00:00	3557.013	3573.057	3504.237	3540.031	1311
2014-05-08 00:00:00	3539.894	3583.465	3522.652	3536.211	1310
2014-05-09 00:00:00	3536.213	3556.266	3514.187	3553.529	1209
2014-05-12 00:00:00	3557.008	3614	3555.754	3613.042	1349
2014-05-13 00:00:00	3613.138	3624.677	3604.313	3608.053	1346
2014-05-14 00:00:00	3608.004	3615.338	3584.022	3597.692	1326
2014-05-15 00:00:00	3597.623	3607.335	3541.276	3566.197	1317
2014-05-16 00:00:00	3565.993	3590.19	3544.117	3584.303	1233
2014-05-19 00:00:00	3589.16	3618.387	3566.267	3610.22	1348
2014-05-20 00:00:00	3610.153	3624.673	3585.515	3596.095	1349
2014-05-21 00:00:00	3595.699	3636.157	3594.248	3634.113	1356
2014-05-22 00:00:00	3634.009	3660.165	3631.731	3649.684	1339
2014-05-23 00:00:00	3649.666	3677.373	3645.497	3677.244	1219
2014-05-26 00:00:00	3681.227	3692.889	3678.007	3687.708	1027
2014-05-27 00:00:00	3687.735	3723.37	3686.549	3721.163	1298
2014-05-28 00:00:00	3721.115	3730.688	3708.129	3714.807	1321
2014-05-29 00:00:00	3714.736	3737.152	3713.532	3735.105	1316
2014-05-30 00:00:00	3734.979	3740.282	3715.607	3729.508	1224
2014-06-02 00:00:00	3731.364	3741.828	3708.06	3726.355	1315
2014-06-03 00:00:00	3726.187	3735.931	3714.039	3731.47	1329
2014-06-04 00:00:00	3731.365	3748.972	3713.579	3741.534	1319
2014-06-05 00:00:00	3741.601	3781.778	3733.959	3778.794	1315
2014-06-06 00:00:00	3778.866	3798.372	3775.998	3798.02	1221
2014-06-09 00:00:00	3797.053	3802.626	3782.913	3792.778	1290
2014-06-10 00:00:00	3792.857	3802.546	3784.505	3796.946	1305
2014-06-11 00:00:00	3796.998	3803.713	3778.529	3798.845	1288
2014-06-12 00:00:00	3798.794	3805.664	3751.526	3770.875	1339
2014-06-13 00:00:00	3770.791	3784.249	3759.845	3775.623	1218
2014-06-16 00:00:00	3764.938	3788.987	3755.73	3779.91	1302
2014-06-17 00:00:00	3779.852	3790.575	3768.399	3778.175	1296
2014-06-18 00:00:00	3778.193	3806.62	3762.944	3801.835	1317
2014-06-19 00:00:00	3801.73	3809.686	3781.207	3793.14	1341
2014-06-20 00:00:00	3793.101	3806.364	3791.704	3802.509	1221
2014-06-23 00:00:00	3800.761	3814.061	3793.258	3801.338	1343
2014-06-24 00:00:00	3801.071	3835.886	3789.283	3800.301	1338
2014-06-25 00:00:00	3800.278	3830.957	3791.01	3822.471	1348
2014-06-26 00:00:00	3822.345	3829.453	3796.748	3825.753	1321
2014-06-27 00:00:00	3825.559	3845.072	3816.01	3839.878	1229
2014-06-30 00:00:00	3842.037	3859.176	3835.205	3854.506	1334
2014-07-01 00:00:00	3854.744	3902.351	3853.226	3894.504	1331
2014-07-02 00:00:00	3894.569	3903.68	3890.712	3897.119	1321
2014-07-03 00:00:00	3897.373	3925.258	3895.641	3923.546	1048
2014-07-04 00:00:00	3923.216	3923.481	3919.032	3921.205	589
2014-07-07 00:00:00	3921.757	3923.186	3903.206	3909.702	1279
2014-07-08 00:00:00	3909.971	3913.584	3846.75	3868.29	1312
2014-07-09 00:00:00	3868.355	3895.207	3861.724	3890.679	1327
2014-07-10 00:00:00	3890.52	3894.78	3836.875	3880.327	1332
2014-07-11 00:00:00	3880.278	3904.897	3877.332	3904.562	1229
2014-07-14 00:00:00	3908.121	3936.692	3907.704	3927.603	1312
2014-07-15 00:00:00	3927.705	3939.586	3886.107	3922.033	1325
2014-07-16 00:00:00	3922.105	3946.837	3919.706	3924.734	1347
2014-07-17 00:00:00	3924.897	3933.145	3860.367	3874.164	1350
2014-07-18 00:00:00	3874.478	3941.664	3872.199	3937.394	1235
2014-07-21 00:00:00	3936.271	3940.735	3915.698	3931.549	1298
2014-07-22 00:00:00	3931.424	3965.741	3931.329	3952.45	1359
2014-07-23 00:00:00	3952.558	3989.447	3951.4	3985.99	1335
2014-07-24 00:00:00	3985.769	3997.564	3964.701	3967.075	1348
2014-07-25 00:00:00	3967.084	3971.343	3943.251	3961.76	1223
2014-07-28 00:00:00	3956.195	3976.35	3935.587	3965.106	1343
2014-07-29 00:00:00	3964.981	3983.319	3954.758	3963.121	1341
2014-07-30 00:00:00	3963.589	3989.037	3959.25	3972.917	1328
2014-07-31 00:00:00	3972.784	3975.171	3889.08	3892.94	1096
2014-08-01 00:00:00	3880.681	3906.11	3853.293	3879.167	494
2014-08-04 00:00:00	3883.761	3921.695	3873.217	3900.316	1357
2014-08-05 00:00:00	3900.578	3904.888	3856.949	3881.789	1362
2014-08-06 00:00:00	3881.894	3896.364	3847.244	3875.155	1357
2014-08-07 00:00:00	3875.319	3895.068	3843.431	3857.978	1356
2014-08-08 00:00:00	3858.18	3888.871	3829.381	3876.84	1241
2014-08-11 00:00:00	3884.104	3920.171	3878.344	3909.591	1345
2014-08-12 00:00:00	3909.724	3919.415	3885.857	3907.578	1345
2014-08-13 00:00:00	3907.555	3951.168	3905.016	3946.121	1330
2014-08-14 00:00:00	3946.196	3976.374	3941.724	3971.686	1346
2014-08-15 00:00:00	3971.617	3996.304	3949.2	3986.776	1215
2014-08-18 00:00:00	4000.679	4021.4	3994.239	4016.946	1281
2014-08-19 00:00:00	4017.196	4040.39	4016.757	4033.854	1172
2014-08-20 00:00:00	4034.127	4046.38	4028.714	4043.052	1186
2014-08-21 00:00:00	4042.749	4049.037	4032.72	4047.902	1216
2014-08-22 00:00:00	4048.011	4060.82	4036.5	4056.014	1109
2014-08-25 00:00:00	4058.408	4078.68	4057.314	4065.801	1134
2014-08-26 00:00:00	4065.716	4076.041	4061.597	4073.047	1176
2014-08-27 00:00:00	4072.944	4077.159	4063.845	4071.155	1191
2014-08-28 00:00:00	4070.922	4075.191	4054.841	4072.65	1181
2014-08-29 00:00:00	4072.887	4085.456	4061.693	4077.307	1116
2014-09-01 00:00:00	4080.21	4084.997	4075.847	4081.671	949
2014-09-02 00:00:00	4081.771	4094.899	4076.955	4092.059	1247
2014-09-03 00:00:00	4092.061	4113.399	4061.87	4069.997	1306
2014-09-04 00:00:00	4070.095	4099.94	4055.414	4071.904	1153
2014-09-05 00:00:00	4071.91	4090.159	4050.981	4088.545	829
2014-09-08 00:00:00	4086.063	4104.627	4074.751	4091.859	1293
2014-09-09 00:00:00	4091.97	4109.706	4052.78	4060.871	1308
2014-09-10 00:00:00	4061.026	4095.094	4053.622	4091.004	1273
2014-09-11 00:00:00	4091.16	4095.818	4059.004	4091.274	1291
2014-09-12 00:00:00	4091.258	4093.595	4056.236	4067.096	1018
2014-09-15 00:00:00	4053.435	4075.775	4017.024	4034.207	1204
2014-09-16 00:00:00	4034.483	4072.821	4010.956	4063.992	1156
2014-09-17 00:00:00	4064.102	4090.353	4046.325	4072.922	1232
2014-09-18 00:00:00	4073.041	4112.159	4067.766	4108.417	1314
2014-09-19 00:00:00	4108.523	4124.613	4082.028	4094.165	1221
2014-09-22 00:00:00	4097.898	4098.657	4041.658	4055.19	1344
2014-09-23 00:00:00	4055.3	4068.333	4034.87	4046.317	1285
2014-09-24 00:00:00	4046.555	4095.885	4038.802	4092.763	1168
2014-09-25 00:00:00	4092.871	4093.947	4005.196	4019.479	941
2014-09-26 00:00:00	4019.28	4057.832	4008.68	4053.795	1183
2014-09-29 00:00:00	4046.28	4058.56	4004.695	4041.845	1309
2014-09-30 00:00:00	4041.721	4070.988	4030.819	4041.902	1353
2014-10-01 00:00:00	4041.413	4051.998	3971.828	3987.924	1363
2014-10-02 00:00:00	3987.878	3999.996	3933.84	3985.294	1358
2014-10-03 00:00:00	3985.962	4040.846	3985.079	4022.736	1232
2014-10-06 00:00:00	4030.199	4046.357	4002.599	4010.075	1336
2014-10-07 00:00:00	4010.212	4016.145	3954.109	3963.85	1345
2014-10-08 00:00:00	3963.477	4047.994	3936.59	4033.847	1366
2014-10-09 00:00:00	4033.993	4053.971	3947.72	3954.934	1360
2014-10-10 00:00:00	3953.97	3972.994	3857.656	3859.124	1244
2014-10-13 00:00:00	3844.586	3892.86	3797.839	3815.409	1374
2014-10-14 00:00:00	3815.289	3858.986	3799.344	3834.534	1375
2014-10-15 00:00:00	3834.65	3836.351	3696.583	3755.738	1378
2014-10-16 00:00:00	3755.928	3793.348	3689.81	3762.338	1365
2014-10-17 00:00:00	3762.269	3847.781	3749.619	3813.074	1236
2014-10-20 00:00:00	3832.686	3890.696	3800.508	3873.819	1369
2014-10-21 00:00:00	3873.735	3983.852	3852.703	3975.572	1373
2014-10-22 00:00:00	3974.141	3990.881	3946.837	3958.492	1355
2014-10-23 00:00:00	3958.494	4031.358	3946.329	4007.367	1354
2014-10-24 00:00:00	4007.581	4045.783	3977.801	4044.258	1236
2014-10-27 00:00:00	4050.03	4057.174	4015.622	4047.303	1301
2014-10-28 00:00:00	4047.55	4105.879	4043.675	4079.845	1350
2014-10-29 00:00:00	4079.882	4101.998	4060.648	4074.817	1344
2014-10-30 00:00:00	4074.735	4108.914	4048.726	4101.86	1344
2014-10-31 00:00:00	4101.851	4168.987	4097.771	4149.699	1238
2014-11-03 00:00:00	4155.905	4178.989	4147.733	4159.944	1348
2014-11-04 00:00:00	4159.927	4169.999	4125.833	4146.972	1359
2014-11-05 00:00:00	4147.971	4181.999	4139.842	4145.256	1361
2014-11-06 00:00:00	4145.411	4169.909	4132.577	4167.837	1330
2014-11-07 00:00:00	4167.788	4181.604	4137.489	4153.288	1255
2014-11-10 00:00:00	4158.854	4183.999	4149.872	4173.925	985
2014-11-11 00:00:00	4172.818	4189.988	4165.672	4182.703	1224
2014-11-12 00:00:00	4183.439	4202.977	4168.341	4195.552	1353
2014-11-13 00:00:00	4195.572	4230.988	4192.588	4211.192	1360
2014-11-14 00:00:00	4210.688	4227.982	4198.018	4225.255	1272
2014-11-17 00:00:00	4220.425	4227.996	4194.372	4214.893	1324
2014-11-18 00:00:00	4213.445	4252.976	4206.823	4241.832	781
2014-11-19 00:00:00	4242.887	4245.984	4207.827	4229.818	791
2014-11-20 00:00:00	4230.91	4251.935	4205.813	4245.911	883
2014-11-21 00:00:00	4244.948	4287.995	4235.961	4248.003	874
